Brand,Screen Size,RAM,Storage,Price (USD),Camera (MP),Marketing Budget (USD),Region,Quarter,Units Sold (millions)
OnePlus,6.5,3,1024,1500,32,1000,Europe,Q2,518
Oppo,5.8,6,32,600,64,1000,Europe,Q1,289
Xiaomi,4.5,16,32,300,12,5000,South America,Q1,779
Motorola,7.0,4,256,200,32,1000,Europe,Q2,310
Motorola,6.5,3,1024,1500,16,1000,Oceania,Q2,846
Oppo,6.0,4,64,1400,24,10000,Oceania,Q4,972
Xiaomi,6.7,16,512,1200,64,100,South America,Q1,745
OnePlus,6.9,4,64,1200,64,500,Africa,Q1,353
LG,4.7,2,256,1400,48,10000,South America,Q2,779
Samsung,5.5,3,512,200,16,10000,Asia,Q1,420
Oppo,6.5,12,1024,300,64,20000,Oceania,Q2,485
Xiaomi,5.0,12,128,1000,16,20000,South America,Q3,551
Xiaomi,6.9,3,1024,800,48,10000,Asia,Q1,713
LG,4.5,3,512,1500,64,20000,Africa,Q1,135
Sony,5.8,4,512,1200,8,500,Oceania,Q3,410
OnePlus,5.2,16,64,200,8,1000,Europe,Q1,113
Oppo,5.5,3,512,1300,24,100,North America,Q2,552
Samsung,6.4,12,256,300,48,1000,Europe,Q1,595
Apple,5.0,12,1024,800,64,1000,South America,Q1,250
LG,6.0,2,1024,600,20,20000,South America,Q4,744
OnePlus,6.4,3,1024,500,32,20000,Europe,Q4,697
Samsung,6.7,4,64,1000,12,100,Europe,Q2,788
Huawei,7.0,3,128,400,64,500,North America,Q2,380
Apple,4.7,6,512,200,32,10000,North America,Q2,179
Xiaomi,4.7,12,128,1300,16,10000,Asia,Q1,492
Samsung,4.5,2,1024,200,24,2000,Europe,Q4,221
Motorola,5.5,2,64,1300,12,500,Oceania,Q2,855
Google,6.4,4,512,1300,108,10000,Europe,Q4,318
Sony,5.8,16,32,900,64,10000,South America,Q1,100
Sony,5.8,16,1024,300,108,20000,Asia,Q1,164
Sony,5.2,4,64,1300,64,2000,Africa,Q4,765
Sony,7.0,2,32,300,12,500,Asia,Q1,614
Google,6.0,2,512,1200,16,20000,Europe,Q1,199
Samsung,6.4,8,32,800,12,10000,Asia,Q1,174
LG,6.9,3,32,100,64,2000,Europe,Q3,873
Huawei,6.8,12,64,500,32,5000,Oceania,Q3,626
LG,5.5,2,64,1300,48,2000,Asia,Q3,894
LG,6.2,6,1024,600,12,2000,North America,Q3,648
Motorola,6.0,6,512,1200,32,2000,North America,Q3,409
Huawei,6.2,2,32,1400,12,10000,North America,Q1,697
Sony,5.2,6,64,1400,16,20000,Oceania,Q1,976
Apple,4.7,4,256,700,20,10000,Oceania,Q1,336
Apple,5.0,2,64,900,32,100,Africa,Q2,374
LG,5.5,6,128,600,8,500,North America,Q4,759
Google,7.0,4,1024,1400,8,5000,Africa,Q2,405
Apple,7.0,6,1024,900,108,20000,Asia,Q4,964
Apple,7.0,8,512,1100,24,5000,Oceania,Q4,495
Motorola,6.4,3,128,900,16,5000,South America,Q3,425
Sony,7.0,3,64,1500,8,1000,Oceania,Q1,551
Xiaomi,6.9,16,512,1200,12,500,North America,Q3,289
OnePlus,6.4,12,1024,100,16,20000,Africa,Q2,111
Xiaomi,4.7,3,512,1100,108,10000,South America,Q1,313
LG,6.5,3,64,1200,24,100,Africa,Q4,506
Google,5.8,3,256,1100,32,100,South America,Q2,704
Huawei,4.7,6,64,1000,8,1000,Asia,Q1,701
Xiaomi,5.2,8,512,600,16,1000,Africa,Q4,841
Oppo,7.0,12,1024,700,48,2000,North America,Q1,898
LG,6.4,12,64,600,32,100,Europe,Q2,400
OnePlus,4.7,8,512,1200,48,10000,Africa,Q1,438
Google,5.5,8,64,400,108,1000,Oceania,Q4,680
Samsung,6.8,3,256,100,20,5000,Oceania,Q1,527
Motorola,6.0,6,1024,1500,12,20000,Oceania,Q2,909
Sony,4.5,2,32,200,16,100,Africa,Q1,577
Samsung,4.7,12,256,200,108,2000,South America,Q1,115
Apple,7.0,12,64,500,8,1000,Africa,Q4,375
Apple,6.9,6,32,600,20,100,Asia,Q1,366
Xiaomi,4.5,16,128,500,108,1000,Oceania,Q4,620
Motorola,6.0,12,32,700,64,2000,Asia,Q1,601
Google,6.2,16,128,200,12,2000,Europe,Q1,458
Samsung,6.5,3,32,600,20,1000,Africa,Q3,847
Xiaomi,5.0,6,128,1400,20,1000,South America,Q3,620
Motorola,6.0,12,1024,100,8,2000,Asia,Q4,594
LG,6.7,4,1024,1400,64,500,North America,Q2,557
Google,6.4,8,512,1500,32,500,Europe,Q1,926
Xiaomi,5.0,2,64,700,48,2000,Asia,Q2,694
Apple,5.5,16,64,1400,8,20000,Africa,Q1,817
LG,4.7,6,256,1100,24,2000,Asia,Q1,147
Samsung,5.2,6,32,1100,16,100,Oceania,Q4,644
Samsung,6.9,6,512,800,8,5000,Oceania,Q1,614
Huawei,6.7,8,64,400,32,100,Asia,Q1,899
Samsung,7.0,3,1024,400,48,5000,Africa,Q1,504
LG,5.2,8,64,1500,24,5000,Oceania,Q2,190
Xiaomi,4.5,8,128,400,64,1000,Europe,Q4,882
Google,5.2,6,64,1100,32,5000,Oceania,Q1,974
Motorola,6.9,8,256,1300,12,2000,North America,Q1,184
Motorola,6.8,4,128,100,8,5000,North America,Q2,130
OnePlus,6.2,3,32,400,108,1000,Asia,Q4,616
Apple,7.0,12,64,200,48,2000,Oceania,Q2,965
Apple,6.8,12,1024,1500,16,10000,Oceania,Q3,887
Oppo,6.9,6,512,1300,108,500,Europe,Q2,587
OnePlus,5.2,3,1024,700,32,1000,Oceania,Q2,318
Oppo,6.0,12,128,100,108,2000,South America,Q1,843
LG,6.8,2,512,300,108,1000,Asia,Q1,389
Apple,7.0,12,32,1400,20,10000,Asia,Q1,833
Samsung,5.8,2,512,300,24,10000,Oceania,Q2,672
Sony,5.5,12,1024,1200,16,100,Africa,Q4,586
Google,5.2,6,512,1500,24,100,Africa,Q4,818
Google,7.0,12,256,1100,16,10000,Asia,Q1,899
Huawei,5.0,16,1024,300,32,5000,Asia,Q4,674
OnePlus,6.9,2,64,1000,64,1000,Oceania,Q2,325
LG,4.7,4,512,1100,16,1000,Oceania,Q3,434
Oppo,6.7,6,256,200,24,100,Oceania,Q2,872
Oppo,5.0,16,256,400,32,20000,South America,Q3,786
Samsung,5.2,6,128,300,32,500,North America,Q4,911
Motorola,4.5,6,1024,200,48,1000,South America,Q2,920
Samsung,7.0,2,256,300,48,5000,Africa,Q1,965
Google,5.0,3,512,700,16,100,South America,Q1,556
OnePlus,4.5,2,1024,1400,12,500,North America,Q4,500
Sony,7.0,3,128,1500,20,100,Oceania,Q4,822
Huawei,5.8,4,128,400,12,20000,Africa,Q2,735
Oppo,6.0,16,512,1400,24,5000,Oceania,Q2,690
Motorola,6.9,12,64,1500,24,500,Oceania,Q2,118
Apple,4.7,12,128,500,32,2000,Europe,Q1,779
OnePlus,6.9,12,128,1500,8,10000,Africa,Q2,140
Oppo,4.5,3,128,600,12,2000,Europe,Q3,972
Sony,6.4,3,256,400,64,500,Asia,Q2,682
Motorola,5.8,8,512,1300,8,1000,Europe,Q2,423
Oppo,6.8,12,256,1500,12,5000,Africa,Q4,360
Motorola,6.4,16,32,900,8,5000,Asia,Q2,348
Sony,6.5,16,32,300,32,5000,Oceania,Q3,589
Apple,6.2,8,64,100,24,100,Oceania,Q2,532
Samsung,6.4,6,256,300,64,100,Asia,Q2,166
OnePlus,4.5,6,512,800,20,2000,North America,Q1,269
Oppo,5.5,12,64,800,12,100,Europe,Q3,949
Samsung,5.8,8,64,1500,32,2000,Oceania,Q1,182
Huawei,6.9,8,32,1500,48,100,Africa,Q1,754
LG,7.0,3,256,100,24,500,South America,Q2,571
Apple,6.7,8,64,900,8,100,South America,Q2,403
Motorola,6.0,8,32,700,48,1000,Oceania,Q1,356
Google,6.8,3,512,1100,64,2000,Africa,Q1,672
LG,4.7,8,256,200,48,5000,Asia,Q2,963
Huawei,6.9,16,256,1100,108,500,Africa,Q3,854
Sony,6.7,8,512,100,108,10000,North America,Q2,813
Sony,4.7,16,256,1100,20,500,Asia,Q4,554
Apple,5.0,8,32,1500,8,2000,Europe,Q1,670
Oppo,6.5,4,256,1300,20,500,South America,Q3,120
Huawei,6.9,8,128,900,8,5000,Africa,Q2,984
Motorola,5.0,3,256,1400,32,10000,Africa,Q2,885
Sony,7.0,16,256,1300,16,10000,Africa,Q1,644
Sony,6.0,8,128,900,64,5000,Africa,Q1,144
Xiaomi,6.8,6,32,400,108,1000,North America,Q4,593
Oppo,5.5,2,512,1300,108,1000,Europe,Q1,220
Oppo,7.0,4,256,500,24,100,Oceania,Q3,626
Xiaomi,6.7,6,32,500,32,1000,Europe,Q3,177
Sony,6.8,4,64,100,64,20000,Africa,Q4,287
Huawei,5.5,2,256,700,16,2000,South America,Q3,604
Google,6.8,2,64,900,64,10000,North America,Q1,749
Samsung,4.7,4,512,900,8,20000,North America,Q2,715
Xiaomi,6.4,6,64,1500,12,20000,South America,Q1,308
Xiaomi,6.5,3,512,1100,16,500,South America,Q2,147
OnePlus,6.0,6,256,600,48,20000,South America,Q1,560
OnePlus,6.2,6,1024,100,108,500,South America,Q2,984
Samsung,5.0,4,64,300,48,100,North America,Q3,444
Motorola,6.4,2,64,600,64,1000,Europe,Q4,206
Samsung,4.7,16,256,1000,48,10000,South America,Q3,460
Motorola,5.5,4,128,1000,32,500,North America,Q4,213
LG,5.2,6,64,500,64,100,Europe,Q1,689
Motorola,6.7,2,64,100,20,5000,Asia,Q1,126
Apple,6.5,4,64,300,20,500,Asia,Q1,271
Oppo,6.4,6,64,100,32,100,Africa,Q3,703
Xiaomi,6.7,6,256,1500,24,20000,Oceania,Q1,736
OnePlus,5.0,6,32,200,16,100,Africa,Q2,232
Huawei,5.5,6,256,400,24,10000,Africa,Q2,136
Samsung,4.5,16,128,800,32,1000,South America,Q2,919
Oppo,6.8,4,512,600,20,500,South America,Q4,666
Oppo,5.8,6,64,400,20,5000,South America,Q4,891
LG,5.5,16,32,1500,32,5000,Africa,Q2,445
OnePlus,7.0,8,64,1500,108,1000,North America,Q4,220
Motorola,4.5,2,1024,1000,16,5000,South America,Q4,758
OnePlus,5.0,8,1024,800,64,5000,Africa,Q4,314
Oppo,5.5,6,128,500,108,20000,Oceania,Q3,111
LG,5.2,8,32,1400,24,20000,Asia,Q2,762
Xiaomi,6.8,6,256,700,8,10000,Oceania,Q2,141
Sony,4.5,4,128,1100,48,2000,North America,Q2,637
Google,4.7,12,128,1500,108,5000,Europe,Q1,290
Huawei,6.4,16,512,900,8,100,South America,Q1,453
Samsung,5.2,12,32,1100,24,20000,North America,Q3,708
Samsung,5.8,16,128,1400,48,5000,North America,Q3,539
Oppo,4.7,2,32,800,32,20000,Europe,Q1,325
Google,5.5,3,128,900,108,2000,Africa,Q4,410
Sony,5.2,12,32,700,48,1000,Asia,Q4,184
LG,6.7,16,128,900,64,20000,Europe,Q1,142
Oppo,6.4,4,256,1000,16,20000,Europe,Q2,984
Samsung,6.4,8,1024,1500,64,100,Europe,Q4,760
LG,6.2,8,64,1000,64,500,North America,Q2,568
OnePlus,6.5,8,128,100,20,2000,Asia,Q4,529
Xiaomi,6.4,2,512,900,64,2000,Asia,Q2,595
LG,5.5,6,1024,600,8,100,North America,Q2,277
Xiaomi,6.5,16,32,100,48,100,South America,Q4,340
Huawei,5.8,6,32,600,48,1000,Africa,Q3,138
Google,6.7,2,1024,300,16,5000,Africa,Q2,807
OnePlus,6.4,8,1024,700,108,5000,Africa,Q3,544
Huawei,6.7,6,32,100,48,2000,Africa,Q1,824
Sony,6.8,3,64,1100,12,100,Europe,Q1,930
Oppo,6.5,8,128,300,24,10000,South America,Q2,197
Oppo,5.2,8,1024,1200,24,10000,Europe,Q3,308
Xiaomi,4.7,6,1024,900,12,10000,Africa,Q1,357
Google,5.5,4,32,1400,12,10000,North America,Q3,292
Apple,6.0,12,1024,1100,12,100,Oceania,Q3,706
OnePlus,6.0,4,128,400,24,1000,Asia,Q3,942
LG,6.4,3,128,600,16,2000,Europe,Q2,421
OnePlus,4.7,6,64,400,24,1000,Asia,Q3,865
Oppo,6.4,2,256,800,12,1000,North America,Q2,295
OnePlus,4.5,12,128,100,24,20000,South America,Q3,993
Huawei,6.2,2,256,1200,12,10000,Asia,Q3,744
Sony,6.8,3,256,1200,48,10000,Europe,Q3,192
Xiaomi,6.5,6,32,500,48,10000,Asia,Q1,139
Xiaomi,5.5,12,32,700,108,10000,Africa,Q4,159
Apple,6.7,2,128,100,16,2000,South America,Q3,324
Motorola,6.7,2,1024,1400,16,500,North America,Q3,245
Xiaomi,6.2,12,32,1300,108,10000,South America,Q1,857
Xiaomi,6.5,16,256,700,12,5000,Europe,Q1,173
Huawei,4.7,16,1024,300,8,100,Oceania,Q3,206
Oppo,5.8,4,512,1100,24,5000,South America,Q3,672
Samsung,6.8,2,1024,900,48,100,Asia,Q1,111
Sony,5.5,8,128,200,108,5000,Oceania,Q3,203
OnePlus,6.4,12,128,500,48,1000,Africa,Q3,460
Motorola,6.2,2,32,600,12,1000,Oceania,Q2,563
Apple,7.0,12,1024,300,32,500,Asia,Q3,131
Apple,6.9,2,128,1500,16,1000,Oceania,Q2,798
Samsung,4.5,2,32,900,8,2000,North America,Q2,113
Google,6.8,12,512,500,48,2000,Asia,Q3,836
Sony,6.2,16,128,400,108,500,South America,Q4,325
Huawei,6.0,8,128,1000,8,5000,Oceania,Q3,512
Motorola,5.5,8,32,1500,64,5000,Europe,Q2,945
Oppo,5.2,8,32,700,20,20000,North America,Q1,551
Apple,5.0,8,128,600,12,5000,South America,Q1,200
Google,6.2,12,32,1400,12,500,Africa,Q4,446
Apple,5.2,12,512,700,16,500,South America,Q2,294
Xiaomi,4.7,12,128,500,8,1000,Asia,Q2,250
LG,7.0,8,256,100,20,5000,North America,Q2,620
LG,6.5,3,128,700,32,100,Europe,Q3,815
Xiaomi,5.8,6,64,800,20,100,North America,Q3,731
Xiaomi,6.4,3,256,500,8,500,Asia,Q4,110
Oppo,6.5,3,512,900,12,500,North America,Q2,298
Sony,5.2,4,256,1200,20,500,Europe,Q4,594
Apple,4.7,8,64,100,24,1000,Africa,Q4,418
Google,6.8,16,32,500,64,2000,South America,Q3,941
LG,5.0,3,64,700,32,2000,North America,Q2,215
LG,6.2,16,256,200,12,1000,Asia,Q1,495
Xiaomi,6.9,4,512,1400,12,100,Oceania,Q1,605
Apple,4.5,6,512,400,108,2000,Africa,Q4,589
Huawei,7.0,8,256,1200,48,1000,North America,Q2,750
Oppo,6.9,12,128,1100,48,500,Asia,Q4,429
Oppo,5.0,8,512,700,32,10000,Asia,Q4,587
OnePlus,4.7,4,32,100,48,1000,Oceania,Q1,579
Motorola,6.9,3,32,800,108,2000,Europe,Q3,433
Sony,6.2,4,128,1100,24,5000,South America,Q1,824
OnePlus,6.9,12,512,1400,8,2000,North America,Q1,811
Oppo,6.0,4,256,1000,48,500,Africa,Q4,731
Xiaomi,6.8,8,256,1400,64,20000,South America,Q1,418
Google,7.0,6,256,1200,24,500,Europe,Q2,197
LG,6.7,3,1024,1500,12,100,South America,Q3,361
Samsung,7.0,12,512,1300,64,10000,North America,Q2,871
Apple,6.2,16,256,200,12,100,Africa,Q1,928
Google,5.2,6,1024,300,24,1000,Oceania,Q3,496
Motorola,6.5,6,64,1200,48,10000,North America,Q2,188
Xiaomi,6.9,12,128,900,12,5000,Oceania,Q3,638
Apple,6.7,3,256,300,20,5000,Oceania,Q3,547
Google,5.0,12,1024,1300,12,1000,South America,Q3,576
Sony,6.0,12,64,800,12,1000,Africa,Q1,308
Sony,6.5,6,512,1500,32,2000,Asia,Q1,700
Huawei,7.0,2,64,1500,32,5000,Europe,Q1,639
Sony,4.5,12,32,1100,12,500,South America,Q4,544
Oppo,5.0,8,256,700,64,5000,Asia,Q1,924
Sony,5.8,8,64,1000,8,500,Asia,Q2,632
Huawei,6.8,8,64,1400,20,20000,North America,Q4,292
Apple,6.5,2,64,700,64,10000,Asia,Q2,370
Oppo,4.7,16,64,1200,16,1000,Oceania,Q1,985
Motorola,5.5,4,512,1200,64,5000,Africa,Q2,430
LG,6.7,4,128,400,20,500,South America,Q3,995
Xiaomi,4.5,4,256,600,24,500,Oceania,Q2,112
Sony,4.5,16,1024,1400,8,1000,Europe,Q1,820
Xiaomi,4.7,2,64,1100,108,5000,South America,Q2,368
Huawei,6.5,8,64,300,108,100,Africa,Q1,503
Oppo,7.0,4,128,900,108,5000,Europe,Q3,266
Google,7.0,4,64,1500,20,20000,South America,Q3,418
OnePlus,4.5,12,1024,1500,64,2000,South America,Q2,198
Sony,6.0,8,512,900,32,20000,Oceania,Q2,602
Sony,4.5,12,1024,1000,32,100,South America,Q3,941
Xiaomi,6.9,3,128,1500,24,500,North America,Q1,297
Motorola,6.9,8,256,600,32,10000,South America,Q1,857
Google,5.8,2,512,300,64,5000,North America,Q1,423
LG,5.8,12,256,400,20,10000,Europe,Q4,995
Oppo,7.0,3,32,1400,24,10000,Europe,Q1,872
OnePlus,6.5,16,256,500,24,100,Asia,Q1,197
Motorola,6.2,3,128,200,24,1000,Africa,Q4,858
Google,6.0,2,128,1100,20,5000,North America,Q2,588
LG,5.0,4,128,1400,24,1000,Asia,Q4,847
Xiaomi,5.8,4,64,1000,48,500,Europe,Q1,682
Xiaomi,4.7,6,64,500,24,5000,Oceania,Q4,683
LG,7.0,6,64,1300,20,500,South America,Q3,868
Samsung,6.4,16,128,100,108,5000,Africa,Q4,734
LG,5.0,4,256,1000,48,1000,Oceania,Q3,984
Google,6.4,4,32,1300,8,100,Asia,Q3,461
Oppo,6.8,6,256,500,24,1000,Asia,Q4,995
Samsung,6.0,4,256,500,20,500,Asia,Q3,148
Apple,5.0,16,1024,600,16,20000,Asia,Q1,432
OnePlus,6.7,3,32,200,108,500,Africa,Q4,447
OnePlus,5.8,6,256,1500,16,10000,Asia,Q1,396
Samsung,7.0,4,512,600,12,10000,North America,Q3,275
OnePlus,6.5,12,1024,1000,12,500,Africa,Q2,261
Apple,7.0,6,128,1400,24,100,Oceania,Q2,609
Google,7.0,12,256,1100,16,500,North America,Q2,889
Google,5.5,8,64,1000,32,1000,North America,Q4,630
Xiaomi,6.9,8,512,600,8,10000,North America,Q3,971
Oppo,4.7,16,64,100,8,5000,Asia,Q4,374
Samsung,4.5,6,512,900,108,20000,Oceania,Q3,308
Motorola,6.9,3,512,200,64,2000,South America,Q4,581
OnePlus,5.8,6,128,800,20,20000,Europe,Q4,703
LG,6.0,4,32,1100,24,2000,Oceania,Q4,429
Sony,6.8,3,128,400,8,10000,Africa,Q4,738
Samsung,6.0,3,64,400,12,2000,Asia,Q2,766
Apple,7.0,8,512,600,24,2000,Oceania,Q3,955
Motorola,7.0,4,128,1500,64,500,Europe,Q2,649
Xiaomi,6.8,12,32,1200,24,1000,South America,Q3,521
Motorola,4.7,6,64,1000,32,500,Oceania,Q1,535
Apple,5.8,3,64,400,24,100,North America,Q1,131
Sony,5.8,12,1024,600,24,5000,Africa,Q4,606
Google,6.0,6,128,400,8,500,Europe,Q1,835
Huawei,7.0,6,64,1000,32,10000,Oceania,Q2,328
LG,7.0,3,128,1400,64,100,Africa,Q1,859
Google,5.8,6,32,900,12,2000,Europe,Q4,806
OnePlus,4.7,6,32,800,20,500,Asia,Q3,577
Samsung,5.5,2,128,1200,64,2000,Europe,Q3,381
Google,6.8,6,1024,100,32,2000,North America,Q2,237
LG,6.9,4,32,600,108,2000,Africa,Q3,606
Xiaomi,6.2,8,512,800,108,2000,Africa,Q3,536
Apple,5.0,8,1024,700,48,10000,Asia,Q3,850
Xiaomi,6.7,3,512,300,64,500,South America,Q1,584
Samsung,6.4,3,1024,900,20,2000,South America,Q4,652
Huawei,6.9,3,256,300,8,2000,Europe,Q4,580
Huawei,6.0,16,32,100,8,2000,South America,Q3,367
Apple,4.5,3,512,400,20,2000,Oceania,Q3,203
Motorola,5.2,4,128,1500,48,100,Asia,Q2,770
Motorola,6.0,16,64,1300,64,10000,Asia,Q2,603
Motorola,7.0,3,128,1400,32,2000,Africa,Q4,851
Google,6.0,4,256,900,48,20000,Oceania,Q3,415
Samsung,6.2,3,256,100,20,2000,Oceania,Q3,794
Motorola,5.5,6,128,1400,108,10000,North America,Q2,108
Sony,6.8,4,128,1500,64,1000,Europe,Q1,774
Oppo,4.7,3,1024,1200,16,10000,Oceania,Q4,635
Sony,6.7,12,1024,200,32,20000,South America,Q1,295
Apple,6.0,2,32,1500,48,2000,North America,Q4,449
OnePlus,4.5,2,64,1200,20,2000,North America,Q4,382
OnePlus,7.0,16,64,1000,16,5000,North America,Q3,526
Motorola,5.8,8,512,200,12,2000,Oceania,Q1,790
Motorola,6.7,8,64,500,64,500,South America,Q2,916
Xiaomi,5.2,6,64,900,24,100,Oceania,Q1,820
Oppo,7.0,8,32,300,64,2000,Oceania,Q2,797
Google,6.5,8,512,1100,64,2000,Oceania,Q3,876
Oppo,6.9,4,128,300,24,5000,North America,Q1,627
Samsung,5.8,12,512,1100,108,2000,South America,Q2,296
Motorola,6.8,12,1024,300,16,500,North America,Q3,157
Apple,6.5,3,64,800,64,10000,South America,Q4,901
Xiaomi,5.5,4,1024,1000,24,100,Asia,Q2,837
Oppo,6.0,16,128,800,16,500,Oceania,Q4,708
Google,5.2,16,64,1300,8,100,Oceania,Q1,275
Apple,6.5,12,512,900,64,500,Africa,Q2,298
Xiaomi,6.2,16,512,1400,48,500,South America,Q4,489
Huawei,6.4,8,1024,1100,8,20000,Africa,Q1,113
Huawei,6.5,16,32,1300,48,5000,South America,Q4,379
Apple,6.9,2,512,1200,12,5000,North America,Q2,134
Samsung,6.2,4,64,200,64,10000,Asia,Q2,297
Motorola,7.0,2,1024,600,8,100,Asia,Q2,862
Huawei,6.9,6,1024,900,8,5000,North America,Q1,876
LG,6.4,6,32,400,12,5000,Asia,Q1,181
Huawei,5.5,8,32,200,16,20000,Asia,Q2,333
Oppo,5.2,8,64,1500,8,100,Asia,Q3,189
Samsung,4.5,16,1024,300,48,500,North America,Q2,761
Motorola,6.8,2,512,1100,108,2000,Europe,Q1,345
LG,5.0,2,1024,1200,64,1000,North America,Q1,323
Samsung,7.0,8,128,400,108,100,South America,Q4,839
Google,6.7,8,1024,100,16,2000,Oceania,Q2,290
Xiaomi,6.4,16,128,200,24,100,Asia,Q4,612
Huawei,7.0,2,128,1200,24,5000,South America,Q1,493
Google,6.7,4,64,1300,108,10000,Asia,Q3,924
OnePlus,6.7,2,256,800,16,10000,Europe,Q4,153
Oppo,5.2,4,32,1300,24,100,Asia,Q4,276
Apple,5.5,8,128,1000,32,10000,Europe,Q1,294
Apple,6.0,6,128,1000,32,100,Oceania,Q1,623
Motorola,6.7,2,1024,700,108,5000,Oceania,Q4,516
Oppo,6.8,4,128,1200,48,5000,Oceania,Q2,447
Sony,6.4,2,512,300,64,500,Africa,Q3,367
Motorola,6.8,6,64,1200,108,5000,Asia,Q1,456
OnePlus,5.2,16,256,700,32,10000,Asia,Q1,812
Samsung,6.8,2,128,1300,24,500,Asia,Q2,273
Sony,5.5,4,32,300,48,1000,Asia,Q2,494
Sony,4.5,2,64,800,16,20000,Africa,Q4,266
LG,6.4,8,32,1500,20,100,South America,Q4,428
Google,6.4,16,32,500,64,100,North America,Q3,984
Xiaomi,6.0,12,32,300,32,5000,South America,Q2,578
Xiaomi,6.5,3,32,1200,20,1000,South America,Q4,526
Huawei,6.8,6,512,200,12,10000,South America,Q1,815
Huawei,6.4,4,32,900,20,20000,South America,Q4,319
Google,6.5,4,128,200,12,100,Asia,Q1,877
Oppo,6.2,4,512,300,108,10000,Oceania,Q2,198
Google,5.5,6,128,200,24,500,Europe,Q4,225
LG,5.8,16,1024,500,48,100,South America,Q2,354
LG,6.4,12,128,100,64,5000,North America,Q4,802
Samsung,6.4,16,1024,700,8,5000,Africa,Q3,691
Oppo,6.0,12,512,200,48,20000,Europe,Q4,763
Google,6.9,3,256,1400,24,1000,Africa,Q1,573
Huawei,6.5,12,32,100,16,20000,Oceania,Q1,220
Sony,5.2,4,1024,700,16,10000,South America,Q1,825
Apple,6.0,8,32,1300,16,10000,Oceania,Q2,732
OnePlus,6.4,6,32,200,64,5000,South America,Q1,656
Apple,5.8,2,512,600,48,1000,South America,Q2,571
Samsung,5.8,8,256,900,24,1000,North America,Q1,279
Motorola,6.2,8,128,1000,24,1000,North America,Q3,910
LG,5.0,12,1024,900,20,2000,Asia,Q4,772
Samsung,6.4,6,1024,900,32,10000,North America,Q1,498
Xiaomi,6.2,3,64,500,64,20000,Oceania,Q2,935
Oppo,6.9,3,32,400,8,20000,Oceania,Q4,715
Xiaomi,6.0,6,1024,400,8,5000,Oceania,Q4,454
Apple,5.0,16,512,400,16,20000,Asia,Q1,941
LG,5.8,6,1024,100,16,2000,South America,Q1,893
OnePlus,6.2,16,32,300,24,5000,Africa,Q1,799
Huawei,4.7,2,128,800,16,500,Oceania,Q2,802
Motorola,5.5,12,512,900,64,20000,South America,Q4,909
Sony,6.0,12,256,900,8,2000,Oceania,Q4,180
Motorola,6.5,6,128,1200,32,5000,Africa,Q2,573
Sony,6.7,8,256,800,8,1000,Africa,Q4,139
LG,6.9,2,64,100,20,20000,Africa,Q1,448
Samsung,7.0,8,32,1400,20,10000,Asia,Q4,552
Google,5.0,12,128,1200,16,10000,Africa,Q1,182
Google,5.2,6,1024,300,12,2000,Oceania,Q3,201
Google,6.8,2,32,300,24,20000,South America,Q1,674
Xiaomi,5.5,16,1024,100,12,2000,Asia,Q3,609
Google,6.8,4,512,1400,64,100,Europe,Q2,464
Samsung,5.8,2,256,800,16,10000,Asia,Q1,191
Samsung,6.2,6,64,1100,16,1000,Asia,Q4,664
Xiaomi,5.5,6,512,1000,32,5000,South America,Q3,344
Huawei,6.9,16,512,500,24,5000,Europe,Q2,782
Huawei,6.8,8,128,500,8,20000,Asia,Q3,769
LG,6.2,3,512,900,16,20000,South America,Q4,481
LG,5.8,16,128,600,24,100,Asia,Q1,563
Google,6.2,6,256,1200,48,100,North America,Q3,385
LG,6.9,8,1024,400,16,10000,Africa,Q4,728
Samsung,5.2,3,64,1400,8,2000,Asia,Q3,564
Motorola,6.8,2,1024,1000,8,2000,Oceania,Q4,448
Motorola,4.7,16,128,700,20,500,Europe,Q1,170
Huawei,6.9,16,32,100,8,5000,Europe,Q3,864
Google,6.7,8,256,600,20,2000,Oceania,Q1,813
Xiaomi,5.0,16,128,1100,48,100,Europe,Q4,300
Motorola,6.9,12,512,300,24,100,South America,Q2,365
OnePlus,6.7,12,128,500,24,100,Asia,Q4,128
Xiaomi,6.2,4,256,300,16,10000,Africa,Q4,133
LG,5.8,2,256,1300,20,1000,Africa,Q3,591
Motorola,7.0,3,512,900,12,500,Africa,Q2,845
Xiaomi,4.7,6,128,800,16,10000,Asia,Q2,399
Motorola,7.0,3,128,1200,20,10000,Asia,Q2,202
LG,4.7,3,64,300,108,2000,Oceania,Q4,153
Google,5.5,8,128,800,48,10000,Asia,Q4,114
Huawei,7.0,3,512,600,24,100,Africa,Q4,739
Huawei,6.7,4,256,300,108,5000,Asia,Q2,442
Xiaomi,7.0,4,128,1200,64,2000,Africa,Q4,400
Xiaomi,6.5,4,1024,1100,20,20000,Europe,Q2,714
Apple,6.8,2,32,1400,108,500,Asia,Q4,922
OnePlus,5.5,12,128,500,12,2000,North America,Q1,425
Motorola,7.0,4,64,300,48,5000,North America,Q4,191
Google,6.9,16,128,400,32,1000,Africa,Q3,343
Xiaomi,5.5,8,256,1000,16,10000,Africa,Q3,778
Samsung,7.0,3,512,900,24,500,South America,Q4,689
Apple,6.2,6,512,600,48,20000,South America,Q1,826
Samsung,6.7,12,64,500,108,100,Europe,Q4,396
